"Unnamed: 0","date","home_team","away_team","home_score","away_score","tournament"
12722,"1982-11-18","Sudan","Zanzibar",0,1,"CECAFA Cup"
12723,"1982-11-19","Malawi","Tanzania",2,0,"CECAFA Cup"
12724,"1982-11-20","Uganda","Zimbabwe",1,1,"CECAFA Cup"
12725,"1982-11-21","Kenya","Zanzibar",2,2,"CECAFA Cup"
12726,"1982-11-24","Kenya","Zimbabwe",2,1,"CECAFA Cup"
12727,"1982-11-24","Uganda","Zanzibar",3,0,"CECAFA Cup"
12728,"1982-11-26","Zanzibar","Zimbabwe",0,3,"CECAFA Cup"
12729,"1982-11-27","Uganda","Kenya",1,1,"CECAFA Cup"
12730,"1982-11-28","Gambia","Mali",1,0,"African Cup of Nations qualification"
12731,"1982-11-28","Senegal","Niger",1,0,"African Cup of Nations qualification"
12732,"1982-11-28","Sierra Leone","Togo",0,1,"African Cup of Nations qualification"
12733,"1982-12-01","Greece","Switzerland",1,3,"Friendly"
12734,"1982-12-04","Italy","Romania",0,0,"UEFA Euro qualification"
12735,"1982-12-08","Tunisia","Angola",3,1,"Friendly"
12736,"1982-12-15","Albania","Northern Ireland",0,0,"UEFA Euro qualification"
12737,"1982-12-15","Belgium","Scotland",3,2,"UEFA Euro qualification"
12738,"1982-12-15","England","Luxembourg",9,0,"UEFA Euro qualification"
12739,"1982-12-15","Yugoslavia","Wales",4,4,"UEFA Euro qualification"
12740,"1982-12-19","Malta","Netherlands",0,6,"UEFA Euro qualification"
12741,"1982-12-19","Tunisia","Algeria",0,1,"Friendly"
12742,"1982-12-22","Greece","Cyprus",1,0,"Friendly"
12743,"1982-12-26","Bermuda","Trinidad and Tobago",2,2,"Friendly"
12744,"1982-12-26","Malta","Bulgaria",0,0,"Friendly"
12745,"1982-12-28","Malta","Bulgaria",1,7,"Friendly"
12746,"1982-12-30","Bermuda","Trinidad and Tobago",2,2,"Friendly"
12747,"1983-01-09","Ivory Coast","Mali",0,1,"Friendly"
12748,"1983-01-17","Benin","Mauritania",1,1,"Friendly"
12749,"1983-01-21","Egypt","Hungary",1,0,"Friendly"
12750,"1983-01-23","Egypt","Hungary",0,2,"Friendly"
12751,"1983-01-23","Niger","Senegal",2,0,"Friendly"
12752,"1983-01-29","Turkey","Romania",1,1,"Friendly"
12753,"1983-02-01","Malta","Tunisia",1,2,"Friendly"
12754,"1983-02-01","Senegal","Guinea",1,0,"Friendly"
12755,"1983-02-02","Greece","Romania",1,3,"Friendly"
12756,"1983-02-04","Mauritania","Benin",2,0,"Friendly"
12757,"1983-02-06","Senegal","Niger",2,0,"Friendly"
12758,"1983-02-06","Sierra Leone","Gambia",0,1,"Friendly"
12759,"1983-02-06","Tunisia","German DR",1,0,"Friendly"
12760,"1983-02-10","Tunisia","German DR",0,2,"Friendly"
12761,"1983-02-12","Cyprus","Italy",1,1,"UEFA Euro qualification"
12762,"1983-02-12","Syria","Japan",2,2,"Friendly"
12763,"1983-02-13","Guinea","Mali",1,1,"Friendly"
12764,"1983-02-16","Portugal","France",0,3,"Friendly"
12765,"1983-02-16","Spain","Netherlands",1,0,"UEFA Euro qualification"
12766,"1983-02-18","Nigeria","Egypt",0,0,"Friendly"
12767,"1983-02-20","Gambia","Sierra Leone",0,1,"Friendly"
12768,"1983-02-20","Guadeloupe","Dominica",1,0,"CFU Caribbean Cup qualification"
12769,"1983-02-20","Nigeria","Egypt",1,1,"Friendly"
12770,"1983-02-20","Saint Vincent and the Grenadines","Martinique",1,3,"CFU Caribbean Cup qualification"
12771,"1983-02-22","New Zealand","Australia",2,1,"Friendly"
12772,"1983-02-23","Cameroon","Egypt",2,0,"Friendly"
12773,"1983-02-23","England","Wales",2,1,"British Home Championship"
12774,"1983-02-23","German DR","Greece",2,1,"Friendly"
12775,"1983-02-23","Ivory Coast","Guinea",3,2,"Friendly"
12776,"1983-02-23","Portugal","Germany",1,0,"Friendly"
12777,"1983-02-26","Cameroon","Egypt",1,1,"Friendly"
12778,"1983-02-27","Australia","New Zealand",0,2,"Friendly"
12779,"1983-02-27","Mali","Guinea",1,1,"Friendly"
12780,"1983-03-02","Gabon","Nigeria",0,0,"Friendly"
12781,"1983-03-05","Barbados","Suriname",1,0,"CFU Caribbean Cup qualification"
12782,"1983-03-06","Dominica","Guadeloupe",1,2,"CFU Caribbean Cup qualification"
12783,"1983-03-06","Japan","South Korea",1,1,"Friendly"
12784,"1983-03-08","Barbados","Suriname",0,0,"CFU Caribbean Cup qualification"
12785,"1983-03-09","Romania","Turkey",3,1,"Friendly"
12786,"1983-03-09","Senegal","Morocco",1,0,"Friendly"
12787,"1983-03-10","Senegal","Morocco",0,0,"Friendly"
12788,"1983-03-15","Costa Rica","Mexico",0,1,"Friendly"
12789,"1983-03-16","German DR","Finland",3,1,"Friendly"
12790,"1983-03-17","Gabon","Congo",2,3,"Friendly"
12791,"1983-03-20","Benin","Congo",0,2,"Friendly"
12792,"1983-03-20","Ethiopia","Kenya",2,2,"Friendly"
12793,"1983-03-22","Ethiopia","Kenya",0,0,"Friendly"
12794,"1983-03-22","Mexico","Costa Rica",1,0,"Friendly"
12795,"1983-03-23","France","Russia",1,1,"Friendly"
12796,"1983-03-23","Poland","Bulgaria",3,1,"Friendly"
12797,"1983-03-23","Tunisia","Morocco",1,0,"Friendly"
12798,"1983-03-24","Togo","Congo",0,2,"Friendly"
12799,"1983-03-27","Cyprus","Czechoslovakia",1,1,"UEFA Euro qualification"
12800,"1983-03-27","Ethiopia","Djibouti",8,1,"Friendly"
12801,"1983-03-27","Luxembourg","Hungary",2,6,"UEFA Euro qualification"
12802,"1983-03-29","Ethiopia","Djibouti",4,2,"Friendly"
12803,"1983-03-30","Albania","Germany",1,2,"UEFA Euro qualification"
12804,"1983-03-30","Benin","Togo",0,2,"Friendly"
12805,"1983-03-30","England","Greece",0,0,"UEFA Euro qualification"
12806,"1983-03-30","German DR","Belgium",1,2,"UEFA Euro qualification"
12807,"1983-03-30","Malta","Republic of Ireland",0,1,"UEFA Euro qualification"
12808,"1983-03-30","Northern Ireland","Turkey",2,1,"UEFA Euro qualification"
12809,"1983-03-30","Romania","Yugoslavia",0,2,"Friendly"
12810,"1983-03-30","Scotland","Switzerland",2,2,"UEFA Euro qualification"
12811,"1983-04-01","Ethiopia","Uganda",0,1,"Friendly"
12812,"1983-04-02","Guadeloupe","Antigua and Barbuda",2,3,"CFU Caribbean Cup qualification"
12813,"1983-04-03","Congo","Angola",1,0,"Friendly"
12814,"1983-04-03","Ethiopia","Uganda",2,1,"Friendly"
12815,"1983-04-03","Mozambique","Cameroon",3,0,"African Cup of Nations qualification"
12816,"1983-04-05","Guatemala","Mexico",0,2,"Friendly"
12817,"1983-04-08","Algeria","Benin",6,2,"African Cup of Nations qualification"
12818,"1983-04-08","Haiti","United States",0,2,"Friendly"
12819,"1983-04-08","Libya","Senegal",2,1,"African Cup of Nations qualification"
12820,"1983-04-09","Nigeria","Angola",2,0,"African Cup of Nations qualification"
12821,"1983-04-10","Congo","Egypt",2,0,"African Cup of Nations qualification"
12822,"1983-04-10","Ethiopia","Mauritius",1,0,"African Cup of Nations qualification"
12823,"1983-04-10","Guinea","Togo",0,1,"African Cup of Nations qualification"
12824,"1983-04-10","Madagascar","Uganda",1,0,"African Cup of Nations qualification"
12825,"1983-04-10","Morocco","Mali",4,0,"African Cup of Nations qualification"
12826,"1983-04-10","Sudan","Zambia",2,1,"African Cup of Nations qualification"
12827,"1983-04-10","Tunisia","Rwanda",5,0,"African Cup of Nations qualification"
12828,"1983-04-13","German DR","Bulgaria",3,0,"Friendly"
12829,"1983-04-13","Portugal","Hungary",0,0,"Friendly"
12830,"1983-04-13","Switzerland","Russia",0,1,"Friendly"
12831,"1983-04-16","Czechoslovakia","Cyprus",6,0,"UEFA Euro qualification"
12832,"1983-04-16","Romania","Italy",1,0,"UEFA Euro qualification"
12833,"1983-04-17","Guinea-Bissau","Togo",2,0,"Friendly"
12834,"1983-04-17","Hungary","Luxembourg",6,2,"UEFA Euro qualification"
12835,"1983-04-17","Mali","Ivory Coast",1,2,"Friendly"
12836,"1983-04-17","Poland","Finland",1,1,"UEFA Euro qualification"
12837,"1983-04-17","Sierra Leone","Jordan",2,1,"Friendly"
12838,"1983-04-22","Egypt","Congo",2,0,"African Cup of Nations qualification"
12839,"1983-04-23","France","Yugoslavia",4,0,"Friendly"
12840,"1983-04-23","Turkey","Germany",0,3,"UEFA Euro qualification"
12841,"1983-04-24","Angola","Nigeria",1,0,"African Cup of Nations qualification"
12842,"1983-04-24","Barbados","Guyana",1,1,"CFU Caribbean Cup qualification"
12843,"1983-04-24","Cameroon","Mozambique",4,0,"African Cup of Nations qualification"
12844,"1983-04-24","Mali","Morocco",2,0,"African Cup of Nations qualification"
12845,"1983-04-24","Mauritius","Ethiopia",1,0,"African Cup of Nations qualification"
12846,"1983-04-24","Rwanda","Tunisia",0,1,"African Cup of Nations qualification"
12847,"1983-04-24","Senegal","Libya",1,0,"African Cup of Nations qualification"
12848,"1983-04-24","Togo","Guinea",2,0,"African Cup of Nations qualification"
12849,"1983-04-24","Uganda","Madagascar",1,2,"African Cup of Nations qualification"
12850,"1983-04-24","Zambia","Sudan",0,0,"African Cup of Nations qualification"
12851,"1983-04-26","Benin","Algeria",6,2,"African Cup of Nations qualification"
12852,"1983-04-27","Austria","Germany",0,0,"UEFA Euro qualification"
12853,"1983-04-27","Belgium","German DR",2,1,"UEFA Euro qualification"
12854,"1983-04-27","Denmark","Greece",1,0,"UEFA Euro qualification"
12855,"1983-04-27","England","Hungary",2,0,"UEFA Euro qualification"
12856,"1983-04-27","Netherlands","Sweden",0,3,"Friendly"
12857,"1983-04-27","Northern Ireland","Albania",1,0,"UEFA Euro qualification"
12858,"1983-04-27","Russia","Portugal",5,0,"UEFA Euro qualification"
12859,"1983-04-27","Spain","Republic of Ireland",2,0,"UEFA Euro qualification"
12860,"1983-04-27","Wales","Bulgaria",1,0,"UEFA Euro qualification"
12861,"1983-04-28","Brazil","Chile",3,2,"Friendly"
12862,"1983-04-28","Ghana","Libya",1,0,"Friendly"
12863,"1983-04-28","Iraq","Egypt",2,1,"Friendly"
12864,"1983-04-29","Ethiopia","Nigeria",0,1,"Friendly"
12865,"1983-05-01","Ethiopia","Libya",1,0,"Friendly"
12866,"1983-05-01","Ghana","Nigeria",1,0,"Friendly"
12867,"1983-05-01","Guinea","Guinea-Bissau",3,0,"Friendly"
12868,"1983-05-03","Ethiopia","Libya",0,1,"Friendly"
12869,"1983-05-03","Guatemala","Honduras",0,2,"Friendly"
12870,"1983-05-06","Indonesia","Taiwan",0,2,"Friendly"
12871,"1983-05-08","Antigua and Barbuda","Guadeloupe",3,3,"CFU Caribbean Cup qualification"
12872,"1983-05-08","Guyana","Barbados",2,0,"CFU Caribbean Cup qualification"
12873,"1983-05-08","Togo","Guinea-Bissau",3,0,"Friendly"
12874,"1983-05-11","Albania","Turkey",1,1,"UEFA Euro qualification"
12875,"1983-05-12","Chile","Argentina",2,2,"Friendly"
12876,"1983-05-14","Switzerland","German DR",0,0,"UEFA Euro qualification"
12877,"1983-05-15","Hungary","Greece",2,3,"UEFA Euro qualification"
12878,"1983-05-15","Malta","Spain",2,3,"UEFA Euro qualification"
12879,"1983-05-15","Romania","Czechoslovakia",0,1,"UEFA Euro qualification"
12880,"1983-05-15","Sweden","Cyprus",5,0,"UEFA Euro qualification"
12881,"1983-05-17","Austria","Russia",2,2,"Friendly"
12882,"1983-05-22","Poland","Russia",1,1,"UEFA Euro qualification"
12883,"1983-05-23","Kenya","Madagascar",1,2,"Friendly"
12884,"1983-05-24","Scotland","Northern Ireland",0,0,"British Home Championship"
12885,"1983-05-25","Martinique","Saint Kitts and Nevis",7,0,"CFU Caribbean Cup qualification"
12886,"1983-05-28","Northern Ireland","England",0,0,"British Home Championship"
12887,"1983-05-28","Wales","Scotland",0,2,"British Home Championship"
12888,"1983-05-29","Egypt","Cameroon",4,0,"Friendly"
12889,"1983-05-29","Guyana","Antigua and Barbuda",0,0,"CFU Caribbean Cup qualification"
12890,"1983-05-29","Iceland","Spain",0,1,"UEFA Euro qualification"
12891,"1983-05-29","Sweden","Italy",2,0,"UEFA Euro qualification"
12892,"1983-05-31","Belgium","France",1,1,"Friendly"
12893,"1983-05-31","Northern Ireland","Wales",0,1,"British Home Championship"
12894,"1983-06-01","Denmark","Hungary",3,1,"UEFA Euro qualification"
12895,"1983-06-01","England","Scotland",2,0,"British Home Championship"
12896,"1983-06-01","Finland","Russia",0,1,"UEFA Euro qualification"
12897,"1983-06-01","Yugoslavia","Romania",1,0,"Friendly"
12898,"1983-06-02","Paraguay","Uruguay",0,0,"Copa Artigas"
12899,"1983-06-04","Nigeria","Thailand",0,0,"Korea Cup"
12900,"1983-06-05","Antigua and Barbuda","Guyana",4,0,"CFU Caribbean Cup qualification"
12901,"1983-06-05","Iceland","Malta",1,0,"UEFA Euro qualification"
12902,"1983-06-05","Saint Kitts and Nevis","Martinique",0,5,"CFU Caribbean Cup qualification"
12903,"1983-06-06","South Korea","Thailand",4,0,"Korea Cup"
12904,"1983-06-07","Germany","Yugoslavia",4,2,"Friendly"
12905,"1983-06-07","Ghana","New Zealand",0,2,"Korea Cup"
12906,"1983-06-07","Japan","Syria",1,0,"Kirin Cup"
12907,"1983-06-08","Albania","Austria",1,2,"UEFA Euro qualification"
12908,"1983-06-08","Indonesia","Thailand",0,3,"Korea Cup"
12909,"1983-06-08","South Korea","Nigeria",1,0,"Korea Cup"
12910,"1983-06-08","Portugal","Brazil",0,4,"Friendly"
12911,"1983-06-09","New Zealand","Sudan",1,1,"Korea Cup"
12912,"1983-06-09","Sweden","Romania",0,1,"UEFA Euro qualification"
12913,"1983-06-09","Uruguay","Paraguay",3,0,"Copa Artigas"
12914,"1983-06-10","Indonesia","Nigeria",1,2,"Korea Cup"
12915,"1983-06-12","Australia","England",0,0,"Friendly"
12916,"1983-06-12","Canada","Scotland",0,2,"Friendly"
12917,"1983-06-12","South Korea","Indonesia",3,0,"Korea Cup"
12918,"1983-06-12","Wales","Brazil",1,1,"Friendly"
12919,"1983-06-13","Ghana","Sudan",3,1,"Korea Cup"
12920,"1983-06-15","Australia","England",0,1,"Friendly"
12921,"1983-06-15","South Korea","Ghana",1,0,"Korea Cup"
12922,"1983-06-16","Canada","Scotland",0,3,"Friendly"
12923,"1983-06-16","Malawi","Mozambique",2,0,"Friendly"
12924,"1983-06-17","Switzerland","Brazil",1,2,"Friendly"
12925,"1983-06-18","Malawi","Mozambique",0,0,"Friendly"
12926,"1983-06-19","Australia","England",1,1,"Friendly"
12927,"1983-06-19","Réunion","Seychelles",2,1,"Friendly"
12928,"1983-06-22","Sweden","Brazil",3,3,"Friendly"
12929,"1983-06-23","Argentina","Chile",1,0,"Friendly"
12930,"1983-06-23","Réunion","Seychelles",0,0,"Friendly"
12931,"1983-06-26","Niger","Mauritania",1,0,"Friendly"
12932,"1983-06-29","Greenland","Faroe Islands",0,0,"Friendly"
12933,"1983-07-01","Hong Kong","Macau",1,0,"Friendly"
12934,"1983-07-03","Ethiopia","Togo",2,1,"African Cup of Nations qualification"
12935,"1983-07-03","Gambia","Mali",1,1,"Friendly"
12936,"1983-07-03","Greenland","Faroe Islands",2,3,"Friendly"
12937,"1983-07-03","Seychelles","Mauritius",1,2,"Friendly"
12938,"1983-07-06","Malawi","Zimbabwe",0,0,"Friendly"
12939,"1983-07-08","Malawi","Zimbabwe",1,0,"Friendly"
12940,"1983-07-08","Qatar","Sudan",3,1,"Friendly"
12941,"1983-07-10","Madagascar","Mauritius",1,1,"Friendly"
12942,"1983-07-10","Qatar","Sudan",2,0,"Friendly"
12943,"1983-07-13","Réunion","Madagascar",0,3,"Friendly"
12944,"1983-07-14","Colombia","Chile",2,2,"Friendly"
12945,"1983-07-14","Mauritania","Niger",0,0,"Friendly"
12946,"1983-07-14","Paraguay","Argentina",1,0,"Copa Félix Bogado"
12947,"1983-07-16","Réunion","Mauritius",1,1,"Friendly"
12948,"1983-07-18","Hong Kong","Thailand",1,1,"Great Wall Cup"
12949,"1983-07-18","Uruguay","Peru",1,1,"Friendly"
12950,"1983-07-19","Bolivia","Chile",1,2,"Friendly"
12951,"1983-07-20","China PR","Thailand",2,1,"Great Wall Cup"
12952,"1983-07-20","Guinea-Bissau","Senegal",1,1,"Amílcar Cabral Cup"
12953,"1983-07-20","Mauritania","Cape Verde",2,0,"Amílcar Cabral Cup"
12954,"1983-07-21","Argentina","Paraguay",0,0,"Copa Félix Bogado"
12955,"1983-07-21","Gambia","Guinea",4,1,"Amílcar Cabral Cup"
12956,"1983-07-21","Peru","Chile",0,1,"Copa del Pacífico"
12957,"1983-07-22","Cape Verde","Mali",1,0,"Amílcar Cabral Cup"
12958,"1983-07-22","Guinea-Bissau","Guinea",2,1,"Amílcar Cabral Cup"
12959,"1983-07-23","Antigua and Barbuda","Martinique",0,2,"CFU Caribbean Cup"
12960,"1983-07-23","French Guiana","Trinidad and Tobago",0,1,"CFU Caribbean Cup"
12961,"1983-07-23","Gambia","Senegal",1,2,"Amílcar Cabral Cup"
12962,"1983-07-24","Guinea","Senegal",1,1,"Amílcar Cabral Cup"
12963,"1983-07-24","Mauritania","Mali",0,2,"Amílcar Cabral Cup"
12964,"1983-07-24","Paraguay","Chile",1,0,"Friendly"
12965,"1983-07-25","French Guiana","Antigua and Barbuda",1,0,"CFU Caribbean Cup"
12966,"1983-07-25","Gambia","Guinea-Bissau",2,2,"Amílcar Cabral Cup"
12967,"1983-07-25","Martinique","Trinidad and Tobago",3,1,"CFU Caribbean Cup"
12968,"1983-07-26","Ecuador","Colombia",0,0,"Friendly"
12969,"1983-07-26","El Salvador","Guatemala",0,0,"Friendly"
12970,"1983-07-26","German DR","Russia",1,3,"Friendly"
12971,"1983-07-27","Antigua and Barbuda","Trinidad and Tobago",1,2,"CFU Caribbean Cup"
12972,"1983-07-27","French Guiana","Martinique",0,0,"CFU Caribbean Cup"
12973,"1983-07-27","Mali","Senegal",1,2,"Amílcar Cabral Cup"
12974,"1983-07-27","Mauritania","Guinea-Bissau",1,2,"Amílcar Cabral Cup"
